Titre,Prix_CFA,Localisation,Nb_Chambres,Nb_Salles_Bain,Surface_m2,Description
Sacré cœur grand appartement F4 à louer,600000.0,Sacré-cœur Dakar,,3.0,200.0,"Sacré cœur derrière résidence mamoune
Très bel et grand Appartement à louer
200m2
3 grandes chambres avec salles d'eau,, dressing dans la chambre principale
1 grand salon avec balcon
1 cuisine entièrement équipée
1 toilettes visiteurs
1 espace familial
2em étage
Immeuble avec réservoir d'eau, sécurité H24, interphone, pergola
Quartier calme
Disponible en mars mais possibilité de visiter sur rendez-vous
Prix 600 000 FCFA hors tom"
Appartement en vente à Dakar virage – 262 m² – Vue mer,225000000.0,Virage Dakar,3.0,3.0,262.0,"À saisir : appartement en vente à Dakar d'une superficie de 262 m² avec large vue mer.
Le bien comprend un grand séjour avec cuisine équipée, une dépendance domestique, ainsi que 3 chambres avec salles de bain privatives et dressings.
La résidence est haut standing (17 appartements) avec prestations premium : terrasse panoramique 360°, piscine, salle de sport en rooftop, parking privé en sous-sol.
Charges mensuelles : 119 580 FCFA
Revenu locatif brut actuel : 1 300 000 FCFA / mois
Opportunité idéale pour investisseur recherchant un actif premium à Dakar avec rendement immédiat.
Contactez nous pour plus d'informations ou une visite."
Terrain nu à vendre,95000000.0,Yoff Dakar,,,206.0,Particulier vend son terrain sis à Yoff Diamalaye
Wakam vers le senelec terrain à vendre,80000000.0,Ouakam Dakar,,,435.0,"Wakam terrain,en vente, avec une bonne prix en promotion.
Terrain situé vers le senelec Wakam juste à côté du station ,en 2em position.
Papier juridique
Acte de vente,après vente ,vous pouvez le muté à votre nom pour un bail et titre foncier.
L'héritier direct qui vent ce parcel."
Appartement F4 non meublé à louer,450000.0,Zone de captage Dakar,3.0,2.0,,"Découvrez ce magnifique appartement F4 alliant confort, modernité et élégance, idéalement situé dans un immeuble résidentiel haut de gamme.Il se compose de :
🛏️ 3 chambres spacieuses
🛋️ Un vaste salon lumineux
🚿 2 salles de bain modernes
🍽️ Une cuisine entièrement équipée
❄️ 2 climatiseurs
🌿 Un balcon agréable, parfait pour vos moments de détente
La résidence offre des prestations de standing :
🏊 Piscine à débordement
🏋️ Salle de sport équipée
🛡️ Sécurité 24h/24
🤵 Service de conciergerie
Un cadre de vie exceptionnel, alliant bien-être, sécurité et prestige, idéal pour une famille ou un cadre de vie haut standing."
Terrain Thies à vendre,500000.0,Thiès Thiès,,,225.0,"Bonjour
Des lots de terrains sont à vendre à Thies sur la route de mont Rolland non loin de la vdn3 Dakar saint Louis
Délibération doublé signature"
Maison à vendre aux Almadie derrière Philippe Moris,500000000.0,Almadies Dakar,5.0,5.0,506.0,"🏡 À vendre - Villa R+1 à Ngor Almadies derrière Philippe Moris 5 chambres
Rez-de-chaussée :
Grand salon.
Cuisine semi-équipée.
Toilette visiteurs.
Chambre avec salle d'eau.
Chambre simple.
Petit débarras.
À l'étage :
Espace familial.
1 Chambre parentale climatisé avec balcon, dressing, salle de bain.
1 chambre avec placard, salle de bain et climatisation.
1 chambre avec placard et salle d'eau, climatisée.
Balcon commun.
A l'extérieur :
Cuisine extérieure.
Garage pour deux véhicules.
Poste de gardien avec toilette.
Piscine avec salle d'eau + armoire pour rangement.
Autres commodités :
Grande terrasse.
Groupe électrogène.
⁠Gardiennage."
Magasin à louer aux Mamelles,304000.0,Mamelles Dakar,,,,"Local commercial avec deux portes et une toilette intérieure à louer à la cité Mbackiou Faye en 2eme position
Le prix est hors taxes"
APPARTEMENT À VENDRE,340000000.0,Almadies Dakar,2.0,3.0,225.0,"Appartement F4 de 225m2 à vendre, aux Almadies, sur la route du king fahd
DESCRIPTIF :
Hall d'entrée, Toilette visiteur et Buanderie
Salon avec terrasse
Une cuisine américaine entièrement équipée ouverte sur séjour
02 chambres avec placards de rangement et salles bain dont l'une avec balcon
01 chambres parentales avec dressing et salle de bain
Climatisation centrale
Conciergerie, Parking au sous-sol et 02 Ascenseurs
Piscine commune, Salle de sport, Terrasse en roof-top"
Villa à louer ndiaye lo,2000000.0,Keur ndiaye lô Dakar,2.0,,,"Villa sis à Ndiaye Lo R+2
-RDC Grand salon 100m2 3 espaces familiale cuisine Américaine buanderie petit salon toilette visiteur garage 2 behicules
1er étage 2 chambres -chambre enfant avec salle de bain + espace familial avec balcon.
-chambre parent salle de bain + dressing+ salon +balcon
2e étage
-chambre + salle de bain+ espace familiale+ cuisine africaine
-grande chambre +salle de bain+ dressing
Terrasse une buanderie"
VILLA R+1 À Vendre,230000000.0,Somone Thiès,2.0,5.0,499.0,"À VENDRE - VILLA R+1 AVEC PISCINE
Découvrez cette élégante villa R+1 bâtie sur un terrain de 499 m², offrant confort, espace et prestations haut de gamme, idéale pour une résidence familiale ou un investissement de standing.
🔹 Rez-de-chaussée :
Entrée accueillante avec toilettes visiteurs, vaste salon lumineux parfait pour recevoir, cuisine moderne entièrement équipée avec îlot central, 2 chambres dont une avec salle d'eau privative.
🔹 Étage :
3 chambres disposant chacune de leur salle de douche, dont une grande suite parentale avec dressing. Un salon familial dessert l'étage et s'ouvre sur deux belles terrasses offrant un espace détente agréable.
🔹 Extérieurs :
Piscine privée, cuisine d'été idéale pour les réceptions, parking, loge gardien et local de rangement.
✨ Une propriété complète alliant confort, fonctionnalité et cadre de vie privilégié."
Petite Villa à louer,350000.0,Liberte 3 Dakar,1.0,,60.0,"Petite villa très mignonne à louer à Liberté 3 en face de la clinique Hémodialyse une chambre avec salle de bain et placard un salon avec cuisine américaine équipée une petite cour et une belle allée à l'entrée
Actuellement en réfection disponible à partir du 05 Mars"
Appartement F3 à louer à sicap foire,300000.0,Sicap foire Dakar,2.0,,,Immeuble R+5 sis à la Sicap Foire composé d'appartements de 2 chambres salon et de studios
Chambre à louer,10000.0,Hann maristes Dakar,,,,"Des chambres à louer aux Maristes, Accessible dans des Quartiers calme et tranquille"
Appartement F3 à louer à liberté 3,400000.0,Liberte 3 Dakar,2.0,,,Immeuble R+7 sis à liberté 3 à côté du jet d'eau composé d'appartements de 2 chambres salon avec ascenseur caméra de surveillance. Service gardiennage 24h.
Villa r+1avec piscine meublé ngaparou,200000.0,Ngaparou Thiès,,,500.0,"Somptueuse Villa Duplex avec Piscine à Ngaparou 🌟
Découvrez le mariage parfait entre élégance moderne et confort absolu dans cette magnifique villa duplex meublée, située dans le secteur calme et prisé de Ngaparou . Idéale pour vos séjours en famille, entre amis ou pour un cadre professionnel prestigieux.
🏠 Les Atouts de la Villa :
• Espace Nuit : 5 grandes chambres spacieuses, toutes entièrement climatisées pour votre confort optimal.
• Espaces de Vie : Un vaste salon lumineux, décoré avec goût, offrant un cadre convivial et raffiné.
• Cuisine : Entièrement équipée (réfrigérateur, four, micro-ondes, ustensiles) pour préparer vos repas comme à la maison.
• Extérieur de Rêve : Une magnifique piscine privée entourée d'un espace détente pour vos moments de relaxation sous le soleil.
• Commodités : Connexion Wi-Fi, groupe électrogène (ou réserve d'énergie), et gardiennage assuré.
📍 Emplacement Privilégié
Située à Nguekhokh, la villa offre le calme d'une zone résidentielle tout en étant à proximité immédiate de l'autoroute à péage, vous permettant de rejoindre Saly Portudal, ses plages et ses commerces en moins de 10 minutes.
✨ Pourquoi choisir cette villa ?
• Intimité totale : Villa indépendante sans vis-à-vis.
• Propreté irréprochable : Un service de conciergerie dédié.
• Cadre verdoyant : Un environnement paisible loin du tumulte urbain.
📞 Réservations & Tarifs
• ⁠forfait mois discutable
• Disponibilité : Immédiate
Note : Visites possibles sur rendez-vous. Ne manquez pas l'opportunité de séjourner dans l'un des plus beaux duplex de la zone !"
Appartement F5 à louer Guédiawaye,280000.0,Guediawaye Dakar,,4.0,200.0,"Appartement à louer
F5 : 4 grandes chambres ,salon lumineux , cuisine,toilette visiteur
Lieux :mairie Wakhinane Nimzat
✨Points Forts du Bien
⚡️Espace salon : un grand séjour convivial avec une belle luminosité"
Magnifique studio a louer à sicao foire,275000.0,Sicap foire Dakar,,1.0,150.0,Je loue un magnifique studio situé à la sicao foire non loin d'u cices et comprenant une chambre avec salle de bain cuisine avec rangement salon balcon toilettes visiteurs dans un immeube avec vigiles h 24 système de video surveillance
Appartement à louer dans le haut plateau corniche,2500000.0,Plateau Dakar,3.0,3.0,250.0,"Apartement F4 à louer dans le haut plateau sur la corniche de 3 chambres salon de haut standing
Chambre domestique plus salle d'eau
Grande terrasse , vue dégagée vue sur mer
Grand cuisine entièrement équipée
Double salon salle à manger avec deux grands balcon
L'appartement sera disponible mars
Suite parentale avec dressing plus salle d'eau
Chaque chambre compose une salle d'eau
Commodité Deux ascenseur parking groupe électrogène
sécurités 24 sur 24"
Villa à louer à Diamniadio,1.0,Diamniadio Dakar,4.0,,150.0,"Nous vous Presentons Notre Villa de Type B F4 R+1 Deja Meubler de numéro 133 Situe
A la SD CITY de DIAMNIADIO Avec une superficie de 150 m2 . Lignes droites 3
Chambres Salles de bain luxueuse Marbre Dressing Espaces familiale un Jardin
spacieux de L'extérieur Un Garage de Deux Voiture ET Terrasse vue imprenable Calme
ET Sans Bruit Venez visiter en famille ou entre amis notre VILLA SD CITY a
DIAMNIADIO a la Sortie 11 de L' autoroute à péage A1
LOCATION COURTE ET LONGUE DUREE
MERCI DE NOUS CONTACTER POUR LE TARIF DES SEJOURS"
TERRAIN A VENDRE,8000000.0,Fann Hock Dakar,,,150.0,"🏢✨ DIÈNE IMMOBILIER ✨🏢
À chacun son toit
📍 Terrain à vendre à Bambilor Gorom
🔹 Superficie : 150 m²
🔹 Terrain angle (idéal pour habitation ou investissement)
🔹 Statut juridique : Délibération double signature
🔹 Zone en plein développement
📞 Contactez-nous le plus rapidement possible pour plus d'informations.
Ne ratez pas cette opportunité d'investissement sécurisé à Bambilor !"
À LOUER – Appartement Meublé Haut Standing aux Mamelles,40000.0,Mamelles Dakar,2.0,2.0,80.0,"À LOUER - Appartement Meublé Haut Standing aux Mamelles 🌊✨
Situé au 5ᵉ étage avec ascenseur, ce magnifique appartement entièrement meublé offre confort, modernité et un agréable aperçu sur mer.
📍 Emplacement privilégié : à seulement 5 minutes des Almadies et 15-20 minutes du centre-ville de Dakar
🔹 Prestations :
• 2 chambres spacieuses avec salles de bain privatives
• Salon élégant et lumineux
• Cuisine américaine moderne équipée
• Toilettes visiteurs
• Réfrigérateur inclus, machine à laver
🔹 Atouts Premium :
• Superbe luminosité
• Spots lumineux design et finitions soignées
• Terrasse aménagée idéale pour se détendre
• Résidence avec ascenseur
• Quartier calme et recherché
💰 Seulement 650 000 FCFA / mois
💎 Une opportunité rare aux Mamelles, idéale pour cadres et expatriés recherchant confort et standing."
Magnifique villa meublée à louer aux Almadies,2000000.0,Almadies Dakar,3.0,3.0,,"🌟 Belle villa meublée et équipée, située dans un quartier résidentiel calme et sécurisé, aux Almadies, vers la corniche, non loin de l'ambassade des USA.
Description :
R+1
Salon spacieux et lumineux
3 chambres confortables avec armoires et lits
3 salles d'eau et WC visiteur
Cuisine entièrement équipée (électroménager, ustensiles, etc.)
Belle terrasse pour profiter du soleil et de la vue
Cour aménagée et sécurisée
Avantages :
Emplacement idéal pour les expatriés et les familles
Sécurité et tranquillité assurées"
Terrain Agricole de 9 012 m² vers Tassette – Thiès,4900000.0,Tassette Thiès,,,12.0,"Terrain Agricole de 9 012 m² bien placé,
À seulement 100 mètres d'un village.
Terre de bonne qualitéplat et nappe d'eau abondante.
Idéal pour projet Agricole ou Élevage.
Prix : 4.900.000 F CFA"
Appartement F2 53m² l,75000000.0,Liberte 6 extension Dakar,,,53.0,"Découvrez ce charmant appartement F2 de 53 m², parfaitement conçu pour un confort de vie optimal. Idéal pour un premier achat ou un investissement, il offre un espace de vie lumineux et fonctionnel avec une cuisine ouverte sur le séjour.
• Type : F2
• Surface totale : 53 m²
• Surface utile : 47 m²
• Séjour avec kitchenette : 21,8 m²
• Toilettes visiteurs : 2,2 m²
• Chambre principale spacieuse : 19,1 m²
• Salle d'eau moderne : 3,4 m²
• Situé entre le 1er et le 8e étage
En excellent état, cet appartement est prêt à accueillir ses nouveaux habitants sans travaux à prévoir. Son agencement optimisé maximise chaque mètre carré pour un cadre de vie agréable et fonctionnel.
Ne manquez pas cette opportunité rare sur le marché, parfaite pour ceux qui recherchent un logement pratique et bien situé. Contactez-nous dès aujourd'hui pour organiser une visite et saisir cette offre avant qu'elle ne disparaisse !"
Appartement corniche fan résidence vue sur mer,3300000.0,Fann Dakar,3.0,3.0,270.0,"APPARTEMENTS NEUFS EN location À FANN RÉSIDENCE / AVEC UNE BELLE VUE SUR MER
(immeuble situé en 2 eme position de la corniche)
Niveau :5 em étage
⁠Superficie : *270 mètres carrés
DESCRIPTION
3 chambres plus chambre domestique avec placards et salles d'eau, dressing dans la principale, 1 salon avec une grande terrasse, 1 cuisine équipée, 1 espace buanderie, 1 toilette visiteurs, beaucoup de rangements
1 dépendance pour le personnel avec toilettes
COMMODITÉS IMMEUBLE
2 ascenseurs, piscine, salle de sport, conciergerie, parking souterrain, poste de sécurité
*PRIX : 3 millions 300"
POINT E TITRE FONCIER 739M2 A VENDRE,850000000.0,Point-e Dakar,,,739.0,"Bonjour
Terrain de 739 m2 angle a vendre à point . Terrain très accessible dans un quartier idéal pour des résidences commerciales ou d'habitation. N'hésitez pas à me contacter si intéressé. Vidéo et localisation disponible juste pour client directement."
Saly djambaar terrain 500m2 bail a vendre,50000000.0,Saly Thiès,,,500.0,"Bonjour
Je vend un terrain de 500m2 bail vente devant notaire Saly. Situé dans un quartier calme et résidentiel non loin du centre de formation de football djambaar. Vidéo et localisation disponible pour client intéressé. Prix légèrement négociable"
